title,year,director,genres,country,language,rating,votes,url
二嫫,1994,周晓文,剧情,中国大陆 / 中国香港,汉语普通话,8.2,5978,
瑞典女王 Queen Christina,1933,鲁本·马莫利安,剧情 / 爱情 / 传记 / 历史 / 战争,美国,英语 / 西班牙语,8.2,5101,
等爱的女人 Ladies in Lavender,2004,查尔斯·丹斯,剧情 / 爱情 / 悬疑 / 音乐,英国,英语 / 德语 / 波兰语 / 法语,8.2,4487,
仆人 The Servant,1963,约瑟夫·罗西,剧情,英国,英语,8.2,4103,
五星物语 ファイブスター物語,1989,山崎和男,动作 / 爱情 / 科幻 / 动画 / 奇幻,日本,日语,8.2,4245,
罗马妈妈 Mamma Roma,1962,皮埃尔·保罗·帕索里尼,剧情,意大利,意大利语,8.2,4254,
神父同志 Priest,1995,安东尼娅·博德,剧情 / 同性,英国,英语,8.2,3921,
高尔夫球场的疑云 Poirot: Murder on the Links,1996,安德鲁·格里弗,剧情 / 悬疑 / 惊悚 / 犯罪,英国,英语,8.2,3225,
梦幻银河 ユメノ銀河,1997,石井岳龙,爱情 / 悬疑 / 惊悚,日本,日语,8.2,2483,
真情电波 Radio,2003,迈克尔·托林,剧情 / 传记 / 运动,美国,英语,8.2,2592,
都市风光 都市風光,1935,袁牧之,喜剧 / 爱情,中国大陆,汉语普通话,8.2,2128,
沙家浜,1971,武兆堤,剧情,中国大陆,汉语普通话,8.2,2047,
西线无战事 All Quiet on the Western Front,1979,德尔伯特·曼,剧情 / 战争,英国 / 美国,英语,8.2,1882,
红楼梦第二部：黛玉葬花,1989,谢铁骊 / 赵元,剧情 / 爱情 / 家庭 / 古装,中国大陆,汉语普通话,8.2,1372,
绕过墙角者 Man Walking Around A Corner,1887,路易斯·勒·普林斯,纪录片 / 短片,英国,无对白,8.2,1043,
坏电影 Bad Film,2012,园子温,剧情 / 喜剧 / 动作,日本,日语 / 汉语普通话,8.2,1152,
祈愿物语 ユンカース・カム・ヒア,1995,佐藤顺一,动画 / 家庭,日本,英语 / 日语,8.2,847,
惩罚公园 Punishment Park,1971,彼得·沃特金,剧情 / 惊悚 / 战争,美国,英语,8.2,769,
他山之石 Some Thing,2015,Elena Walf,动画 / 短片,德国,德语,8.2,465,
十分钟年华老去：大提琴篇 Ten Minutes Older: The Cello,2002,贝纳尔多·贝托鲁奇 / 克莱尔·德尼 / 迈克·菲吉斯 / 让-吕克·戈达尔 / 伊日·门泽尔 / 迈克尔·莱德福 / 沃尔克·施隆多夫 / 伊斯特凡·萨博,剧情 / 爱情 / 科幻 / 歌舞,英国 / 德国 / 法国,英语 / 匈牙利语 / 法语 / 德语,8.2,15415,
叶塞尼亚 Yesenia,1971,阿尔弗雷多·克雷维纳,剧情 / 爱情,墨西哥,西班牙语,8.2,8179,
四海本色 Night and the City,1950,朱尔斯·达辛,悬疑 / 惊悚 / 犯罪 / 运动 / 黑色电影,英国 / 美国,英语,8.2,3763,
未来日记Redial 未来日記リダイヤル,2013,细田直人,剧情 / 动画 / 悬疑 / 惊悚 / 冒险,日本,日语,8.2,3396,
"莱昂莫汉神父 Léon Morin, prêtre",1961,让-皮埃尔·梅尔维尔,剧情 / 爱情 / 战争,法国 / 意大利,法语 / 英语 / 德语,8.2,2673,
兄弟 Брат,1997,阿历克塞·巴拉巴诺夫,剧情 / 音乐 / 犯罪,俄罗斯,俄语 / 英语 / 法语,8.2,2594,
李时珍,1956,沈浮,剧情 / 传记 / 古装,中国大陆,汉语普通话,8.2,2306,
"我只希望你们爱我 Ich will doch nur, daß ihr mich liebt",1976,赖纳·维尔纳·法斯宾德,剧情,西德,德语,8.2,2247,
索兰与路德维格的圣诞节 Solan og Ludvig: Jul i Flåklypa,2013,拉斯姆斯·A·西韦特森,动画,挪威,挪威语,8.2,1198,
代理市长,1985,杨在葆,剧情,中国大陆,汉语普通话,8.2,1037,
金鹿,1982,董克娜,剧情 / 喜剧,中国大陆,汉语普通话,8.2,864,
小小的白色谎言 Les petits mouchoirs,2010,吉约姆·卡内,剧情 / 喜剧,法国,法语,8.2,15930,
黄色的眼泪 黄色い涙,2007,犬童一心,剧情,日本,日语,8.2,10854,
第八日 Le huitième jour,1996,雅克·范·多梅尔,剧情 / 喜剧,比利时 / 法国 / 英国,法语,8.2,9320,
狗镇之主 Lords of Dogtown,2005,凯瑟琳·哈德威克,剧情 / 传记 / 运动,美国 / 德国,英语 / 西班牙语,8.2,8030,
黄金时代 The Best Years of Our Lives,1946,威廉·惠勒,剧情 / 爱情 / 战争,美国,英语,8.2,6299,
双腿生风 Du vent dans mes mollets,2012,卡瑞纳·塔迪厄,剧情 / 喜剧,法国,法语,8.2,5289,
京骚戏画 京騒戯画,2011,松本理惠,动画,日本,日语,8.2,4438,
伯德街小岛 The Island on Bird Street,1997,索伦·克拉格·雅格布森,剧情 / 战争,丹麦 / 英国 / 德国,英语 / 德语 / 拉丁语,8.2,3679,
无名英雄 Hero,1992,斯蒂芬·弗雷斯,剧情 / 喜剧,美国,英语,8.2,3301,
捷克惊魂夜 Jedné noci v jednom meste,2007,杨·维里赫,动画 / 奇幻,捷克,捷克语,8.2,3185,
藏书室女尸之谜 Marple: The Body in the Library,2004,安迪·威尔逊,悬疑 / 犯罪,英国,英语,8.2,3380,
布拉格狂想曲 Skrítek,2005,托马斯·沃瑞,喜剧,捷克,捷克语,8.2,2639,
阙里人家,1992,吴贻弓,剧情 / 家庭,中国大陆,汉语普通话,8.2,2551,
歼匪喋血战 White Heat,1949,拉乌尔·沃尔什,剧情 / 惊悚 / 犯罪 / 黑色电影,美国,英语,8.2,2336,
风的第一声呼吸 Al primo soffio di vento,2002,弗兰科·皮亚维奥利,剧情,意大利,意大利语,8.2,2113,
青青校树 Obecná škola,1991,扬·斯维拉克,剧情 / 喜剧 / 战争,捷克斯洛伐克,捷克语,8.2,1934,
假面骑士：超越世代 仮面ライダー ビヨンド・ジェネレーションズ,2021,柴崎贵行,剧情 / 动作 / 科幻 / 悬疑,日本,日语,8.2,1944,
黑子的篮球第41.5Q：能再来一遍吗 黒子のバスケ 第41.5Q もう一回やりませんか,2014,多田俊介,剧情 / 动画,日本,日语,8.2,1811,
红楼梦第三部：凤姐泼醋,1989,谢铁骊 / 赵元,爱情 / 家庭 / 古装,中国大陆,汉语普通话,8.2,1208,
乱世冤家 Les mariés de l'an deux,1971,让-保罗·拉佩诺,喜剧 / 动作 / 爱情 / 冒险,法国 / 意大利 / 罗马尼亚,法语,8.2,1136,
白蛇传,1980,傅超武,剧情 / 动作 / 爱情 / 奇幻 / 戏曲,中国大陆,汉语普通话,8.2,700,
北逃 Spre Nord,2022,Mihai Mincan,剧情 / 惊悚,罗马尼亚 / 希腊 / 法国 / 保加利亚,英语 / 他加禄语 / 罗马尼亚语 / 西班牙语 / 汉语普通话,8.2,401,
中央舞台 Center Stage,2000,尼古拉斯·希特纳,剧情 / 歌舞,美国,英语,8.2,9083,
非法入境 Welcome,2009,菲利普·里奥雷,剧情,法国,英语 / 库尔德语 / 法语,8.2,9286,
我们这一家 剧场版 映画 あたしンち,2003,八角哲夫,动画,日本,日语,8.2,4634,
独孤：倒回 독고 리와인드,2018,崔恩重,动作,韩国,韩语,8.2,5186,
福禄双霸天 The Blues Brothers,1980,约翰·兰迪斯,喜剧 / 动作 / 音乐 / 犯罪,美国,英语,8.2,4060,
龙珠剧场版：神龙传说 ドラゴンボール 神龍の伝説,1986,西尾大介,动作 / 动画 / 家庭 / 冒险,日本,日语,8.2,3471,
机动战士Z高达：星之继承者 機動戦士Zガンダム -星を継ぐ者-,2005,富野由悠季,动画,日本,日语,8.2,2928,
力争上游 The Paper Chase,1973,詹姆斯·布里奇斯,剧情,美国,英语,8.2,2803,
追火车日记 Sztuczki,2007,安杰伊·亚基莫夫斯基,剧情 / 喜剧,波兰,波兰语 / 意大利语,8.2,1723,
上海滩续集,1983,招振强,剧情 / 动作 / 爱情,中国香港,粤语,8.2,1606,
黑子的篮球 OAD 黒子のバスケ バカじゃ勝てないのよ!,2013,多田俊介,动画,日本,日语,8.2,1501,
假面骑士EX-AID Trilogy Another Ending  Part I 假面骑士Brave&假面骑士Snipe 仮面ライダーブレイブ＆スナイプ,2018,铃村展弘,,日本,日语,8.2,1040,
战争与人 戦争と人間・第1部・運命の序曲,1970,山本萨夫,动作 / 战争,日本,日语,8.2,972,
时间之主 Les maîtres du temps,1982,阿内·拉鲁,科幻 / 动画,法国 / 瑞士 / 西德 / 英国 / 匈牙利,法语,8.2,710,
回转企鹅罐 剧场版 前篇 你的列车是生存战略 RE:cycle of the PENGUINDRUM [前編] 君の列車は生存戦略,2022,几原邦彦,动画,日本,日语,8.2,716,
九十岁。有什么可喜可贺的 九十歳。何がめでたい,2024,前田哲,喜剧,日本,日语,8.2,770,
第三颗星 Third Star,2010,Hattie Dalton,剧情,英国,英语,8.2,7500,
世界奇妙物语 06秋之特别篇 世にも奇妙な物語 '06秋の特別編,2006,三木康一郎 / 星田良子 / 植田泰史 / 佐藤源太 / 木下高男,剧情 / 悬疑 / 奇幻,日本,日语,8.2,6198,
少年H,2013,降旗康男,剧情,日本,日语,8.2,6129,
斯黛拉 Stella,2008,西尔薇·维尔海迪,剧情,法国,法语,8.2,5117,
天才嘉年华2 Genius Party Beyond,2008,前田真宏 / 中泽一登 / 大平晋也 / 田中达之 / 森本晃司,动画,日本,日语,8.2,4915,
夜车 Pociąg,1959,耶尔齐·卡瓦莱罗维奇,剧情 / 爱情 / 悬疑,波兰,波兰语,8.2,3539,
马达加斯加的企鹅：僵尸企鹅就是我 The Penguins of Madagascar: I Was a Penguin Zombie,2009,Bret Haaland,喜剧 / 动画,美国,英语,8.2,3975,
命案目睹记 Marple: 4.50 from Paddington,2004,安迪·威尔逊,剧情 / 悬疑 / 犯罪,英国,英语,8.2,2922,
罢工 Стачка,1925,谢尔盖·爱森斯坦,剧情,苏联,俄语,8.2,2085,
小黄狗的窝 Die Höhle des gelben Hundes,2005,比亚姆巴苏伦·达娃,剧情,德国 / 蒙古,蒙古语,8.2,2081,
卖花女 Pygmalion,1938,安东尼·阿斯奎斯 / 莱斯利·霍华德,剧情 / 喜剧 / 爱情,英国,英语,8.2,2086,
茶花女 Dama kameliowa,1995,泽基·安特科扎克,剧情 / 爱情,波兰,波兰语,8.2,1999,
稻妻 稲妻,1952,成濑巳喜男,剧情,日本,日语,8.2,1970,
歌剧魅影 The Phantom of the Opera,1925,爱德华·塞奇威克 / 鲁珀特·朱利安 / 朗·钱尼,剧情 / 爱情 / 惊悚 / 恐怖 / 音乐,美国,无对白,8.2,1679,
龙珠GT特别篇：悟空外传! 勇气的证明四星珠! 悟空外伝！勇気の证は四星球！,1997,葛西治,动画,日本,日语,8.2,1777,
莎乐美 Salomé,2013,阿尔·帕西诺,剧情,美国,英语,8.2,1762,
赤发的白雪姬OAD 赤髪の白雪姫OAD,2016,安藤真裕,剧情 / 爱情 / 动画,日本,日语,8.2,1580,
私枭血 The Roaring Twenties,1939,拉乌尔·沃尔什,剧情 / 惊悚 / 犯罪 / 黑色电影,美国,英语,8.2,1484,
残酷的浪漫史 Жестокий романс,1984,埃利达尔·梁赞诺夫,剧情 / 爱情 / 历史,苏联,俄语,8.2,1376,
伴我同行,1994,高志森,剧情,中国香港,粤语,8.2,1240,
网中的太阳 Slnko v sieti,1963,斯特凡·乌赫尔,剧情,捷克斯洛伐克,斯洛伐克语 / 捷克语,8.2,1091,
悠悠 Yoyo,1965,皮埃尔·埃泰,剧情 / 喜剧 / 爱情 / 家庭,法国,法语,8.2,840,
少女与战车OVA 爱里寿·WAR！ ガールズ&パンツァー 劇場版 映像特典 愛里寿・ウォー！,2016,水岛努,动画,日本,日语,8.2,617,
新鲜 Fresh,1994,鲍兹·亚金,剧情 / 惊悚 / 犯罪,美国 / 法国,英语 / 西班牙语,8.2,430,
希德姐妹帮音乐剧 Heathers The Musical,2021,Laurence Bradley,音乐,英国,英语,8.2,421,
特种部队大电影 G.I. Joe: The Movie,1987,Don Jurwich,动作 / 科幻 / 动画 / 家庭 / 奇幻 / 冒险,日本 / 美国,英语,8.2,265,
试验 Испытание,2014,亚历山大·科特,剧情 / 爱情,俄罗斯,无对白,8.2,7613,
小说,2007,吕乐,剧情 / 爱情,中国大陆,汉语普通话,8.2,7047,
勿忘我 西の魔女が死んだ,2008,长崎俊一,剧情 / 家庭,日本,日语,8.2,4609,
圈套 特别篇 TRICK新作スペシャル,2005,堤幸彦,喜剧 / 悬疑 / 犯罪,日本,日语,8.2,4945,
三幕悲剧 Poirot: Three Act Tragedy,2010,阿什利·皮尔斯,剧情 / 悬疑 / 惊悚 / 犯罪,英国 / 美国,英语 / 法语,8.2,3575,
两大一小三俘虏 Three Fugitives,1989,弗朗西斯·韦贝尔,喜剧 / 动作,美国,英语,8.2,3111,
滑头鬼之孙 奴良组事始 ぬらりひょんの孫 ー奴良組事始ー,2013,福田道生,动画,日本,日语,8.2,2567,
亚伯拉罕先生 Monsieur Ibrahim et les fleurs du Coran,2003,François Dupeyron,剧情,法国,法语 / 土耳其语,8.2,2255,
机动战士高达 第08MS小队 米娜的报告 機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,1998,饭田马之介,动作 / 科幻 / 动画,日本,日语,8.2,2225,
沉睡的谋杀案 Marple: Sleeping Murder,2006,爱德华·霍尔,悬疑 / 犯罪,英国,英语,8.2,2087,
音乐室 জলসাঘর,1958,萨蒂亚吉特·雷伊,剧情 / 音乐,印度,孟加拉语,8.2,1622,
四月某时 Sometimes in April,2005,哈乌·佩克,剧情 / 历史 / 战争,法国 / 美国,英语 / 卢旺达语,8.2,1520,
午夜钟声 Campanadas a medianoche,1965,奥逊·威尔斯,剧情 / 喜剧 / 战争,西班牙 / 瑞士 / 法国,英语,8.2,1282,
弥留之国的爱丽丝 game1 今際の国のアリス game1 ♣3「くらぶのさん」,2014,橘秀樹,动画 / 悬疑,日本,日语,8.2,1276,
风的传人 Inherit the Wind,1960,斯坦利·克雷默,剧情 / 爱情 / 历史,美国,英语,8.2,1359,
"沉重的决定 Wer früher stirbt, ist länger tot",2006,Marcus H. Rosenmüller,剧情 / 喜剧,德国,德语,8.2,1285,
倾心相印 番外篇 Don't Say No Special Episode,2021,,爱情 / 同性,泰国,泰语,8.2,1228,
红楼梦第四部：二尤惨死,1989,谢铁骊 / 赵元,爱情 / 家庭 / 古装,中国大陆,汉语普通话,8.2,1150,
渴望一份真爱的感觉,2005,曾念平,爱情,中国大陆,,8.2,1124,
伪恋OAD：兼职/酒后吐真言 ニセコイ ヘンボウ/オシゴト,2015,新房昭之 / 龍輪直征,喜剧 / 爱情 / 动画,日本,日语,8.2,998,
野菊之墓 野菊の如き君なりき,1955,木下惠介,剧情 / 爱情,日本,日语,8.2,950,
鲁邦三世：拿破仑词典争夺战 ルパン三世 ナポレオンの辞書を奪え,1991,出崎统 / 元永庆太郎 / 冈崎幸男,喜剧 / 动作 / 动画 / 犯罪 / 冒险,日本,日语,8.2,907,
悲情花街 Die Freudlose Gasse,1925,G·W·帕布斯特,剧情,德国,德语,8.2,847,
万事皆可 Anything Goes,2021,凯瑟琳·马歇尔 Kathleen Marshall,歌舞,英国,,8.2,654,
新网球王子 BEST GAMES!! 手塚vs跡部 テニスの王子様 BEST GAMES!! 手塚 vs 跡部,2018,川口敬一郎,动画 / 运动,日本,日语,8.2,569,
寅次郎的故事34：寅次郎真实一路 男はつらいよ 寅次郎真実一路,1984,山田洋次,喜剧 / 爱情,日本,日语,8.2,518,
彭大将军,1988,刘斌 / 李育才 / 刘浩学,剧情 / 历史,中国大陆,汉语普通话,8.2,425,
高中锋，矮教练,1985,文彦,剧情 / 喜剧 / 运动,中国大陆,汉语普通话,8.2,401,
怒火战线 Matewan,1987,约翰·塞尔斯,剧情 / 历史,美国,英语 / 意大利语,8.2,391,
轻松五章 Five Easy Pieces,2020,米罗·劳,,德国 / 比利时,德语,8.2,274,
善恶的彼岸 Al di là del bene e del male,1977,莉莉安娜·卡瓦尼,剧情,意大利 / 法国 / 西德,意大利语,8.2,218,
玛茹胥佳的星期五 ...a pozdravuji vlaštovky,1972,亚罗米尔·伊雷什,剧情 / 传记 / 战争,捷克斯洛伐克,捷克语,8.2,236,
石中先生行状记 石中先生行状記,1950,成濑巳喜男,喜剧,日本,日语,8.2,212,
剧场版 骑士龙战队龙装者VS鲁邦连者VS巡逻连者 劇場版 騎士竜戦隊リュウソウジャーvsルパンレンジャーvsパトレンジャー,2020,渡边胜也,,日本,日语,8.2,161,
闪开！卡宾校园大屠杀 Duck! The Carbine High Massacre,1999,William Hellfire / Joey Smack,剧情 / 喜剧 / 恐怖,美国,英语,8.1,155,
蒙古的圣女贞德 Johanna D'Arc of Mongolia,1989,乌尔里克·奥廷格,剧情 / 喜剧,西德 / 法国,德语 / 法语 / 俄语,8.2,129,
我们与驻在先生的700日战争 ぼくたちと駐在さんの700日戦争,2008,塚本连平,喜剧,日本,日语,8.2,10673,
雾都孤儿 Oliver Twist,1948,大卫·里恩,剧情 / 犯罪 / 冒险,英国,英语,8.2,3572,
世界奇妙物语 SMAP特別篇 世にも奇妙な物語 SMAPの特別編,2001,星护 / 落合正幸 / 石井克人 / 佐藤嗣麻子 / 河毛俊作,,日本,日语,8.2,3374,
希望与荣耀 Hope and Glory,1987,约翰·布尔曼,剧情 / 战争,英国 / 美国,英语,8.2,2805,
世界奇妙物语 01秋之特别篇 世にも奇妙な物語 '01秋の特別編,2001,土方政人 / 星护 / 落合正幸 / 西谷弘 / 中岛哲也,,日本,日语,8.2,2536,
蛇 Le Serpent,1973,亨利·韦纳伊,剧情 / 悬疑 / 惊悚,法国 / 意大利 / 西德,英语 / 德语 / 法语,8.2,2419,
黑神驹 The Black Stallion,1979,卡罗尔·巴拉德,家庭 / 冒险 / 运动,美国,英语 / 阿拉伯语 / 意大利语,8.2,2209,
可怜的富家小姑娘 Poor Little Rich Girl,1936,埃文·坎明斯,爱情 / 歌舞 / 家庭 / 冒险,美国,英语 / 意大利语,8.2,1830,
花落莺啼春 Les dimanches de Ville d'Avray,1962,塞基·鲍格农,剧情,法国,法语,8.2,2177,
木偶奇遇记 匹诺曹 pinocho,1986,Alejandro Malowicki,喜剧 / 家庭 / 奇幻,阿根廷,西班牙语,8.2,1869,
织田信长 織田信長 天下を取ったバカ,1998,生野慈朗,剧情 / 动作 / 传记 / 历史 / 古装,日本,日语,8.2,1894,
伊凡雷帝2 Иван Грозный 2: Боярский заговор,1958,谢尔盖·爱森斯坦,传记 / 历史,苏联,俄语,8.2,1693,
阿基米德后宫的茶 Le thé au harem d'Archimède,1985,梅迪·夏夫,剧情,法国,法语,8.2,1623,
弗兰西斯 Frances,1982,格雷姆·克利福德,剧情 / 传记,美国,英语,8.2,1519,
雷恩的女儿 Ryan's Daughter,1970,大卫·里恩,剧情 / 爱情,英国,英语,8.2,1490,
动物之森 劇場版 どうぶつの森,2006,志村锭儿,喜剧 / 动画 / 奇幻 / 冒险,日本,日语,8.2,1450,
拿破仑在奥斯特里茨 Austerlitz,1960,阿贝尔·冈斯,剧情 / 历史 / 战争,法国 / 意大利 / 南斯拉夫 / 列支敦士登,法语,8.2,1236,
吹玻璃的人 Die Glasbläserin,2016,Christiane Balthasar,剧情,德国,德语,8.2,977,
通讯员 Курьер,1986,Karen Shakhnazarov,剧情 / 喜剧 / 爱情,苏联,俄语,8.2,1136,
亲人们 My Ain Folk,1973,比尔·道格拉斯,剧情 / 传记,英国,英语,8.2,948,
亡命者 I Am a Fugitive from a Chain Gang,1932,茂文·勒鲁瓦,剧情 / 犯罪 / 黑色电影,美国,英语,8.2,964,
夜郎,2010,刘勇宏,剧情,中国大陆,汉语普通话,8.2,982,
野性的女人 あらくれ,1957,成濑巳喜男,剧情,日本,日语,8.2,904,
霹雳游侠2000 Knight Rider 2000,1991,Alan J. Levi,动作 / 科幻 / 犯罪,美国,英语,8.2,747,
卡比利亚 Cabiria,1914,乔瓦尼·帕斯特洛纳,剧情 / 战争 / 冒险,意大利,意大利语,8.2,648,
詹·柯克曼：就这么活着吗？ Jen Kirkman: Just Keep Livin?,2017,兰斯·邦斯,喜剧,美国,英语,8.2,695,
修罗 修羅,1971,松本俊夫,剧情,日本,日语,8.2,615,
手冢治虫物语 我的孙悟空 手塚治虫物語 ぼくは孫悟空,1989,手冢治虫,剧情 / 动画 / 奇幻,日本,日语,8.2,627,
秋之来临 秋立ちぬ,1960,成濑巳喜男,剧情,日本,日语,8.2,581,
蜂之山谷 Údolí včel,1968,法兰提塞·维拉席,剧情 / 历史,捷克斯洛伐克,捷克语,8.2,508,
拉瓦拳星球 Trava: Fist Planet,2003,石井克人,动画,日本,日语,8.2,523,
龙爷虎孙,1993,苗月,剧情 / 儿童 / 犯罪,中国大陆,汉语普通话,8.2,560,
呼啸山庄 Hurlevent,1985,雅克·里维特,剧情 / 爱情 / 悬疑,法国,法语,8.2,449,
罪与罚 Преступление и наказание,1970,Lev Kulidzhanov,剧情,苏联,俄语 / 英语,8.2,469,
Joan Rivers: Don't Start with Me,2012,Scott L. Montoya,喜剧,美国,英语,8.2,469,
火鸟2772 爱的宇宙空间 火の鳥2772 愛のコスモゾーン,1980,手冢治虫 / 杉山卓 / 安浓高志,科幻 / 动画,日本,日语,8.2,465,
复活 Воскресение,1962,米哈伊尔·施维采尔,剧情,苏联,俄语,8.2,414,
信任 Bizalom,1980,伊斯特凡·萨博,剧情,匈牙利,匈牙利语,8.2,421,
寅次郎的故事40：寅次郎沙拉纪念日 男はつらいよ 寅次郎サラダ記念日,1988,山田洋次,喜剧,日本,日语,8.2,424,
陀思妥耶夫斯基一生中的26天 Двадцать шесть дней из жизни Достоевского,1981,亚历山大·扎尔赫依,爱情 / 传记,苏联,俄语,8.2,353,
宇宙战舰大和号2199 第一章 “踏上遥远的征途” 宇宙戦艦ヤマト2199 第一章「遥かなる旅立ち」,2012,出渊裕,科幻 / 动画,日本,日语,8.2,350,
伤痕累累的天使 傷だらけの天使,1997,阪本顺治,,日本,日语,8.2,317,
假面骑士圣刃增刊 新一页 翻开之时 仮面ライダーセイバー増刊号 新たなページが、開くとき、,2021,柴崎贵行,剧情 / 动画,日本,日语,8.2,298,
一出梦的戏剧 Ett drömspel,1963,英格玛·伯格曼,剧情 / 奇幻,瑞典,瑞典语,8.2,255,
侍战队真剑者vs轰音者 银幕BANG!! 侍戦隊シンケンジャー VS ゴーオンジャー 銀幕BANG!!,2010,中澤祥次郎,动作,日本,日语,8.2,317,
水星领航员 祝福 ARIA The BENEDIZIONE（アリア ザ ベネディジオーネ）,2021,佐藤顺一 / 名取孝浩,动画,日本,日语,8.2,247,
"奥利维耶，奥利维耶 Olivier,Olivier",1992,阿格涅丝卡·霍兰,剧情,法国,法语,8.2,168,
我们的父亲 Padre Nuestro,2007,Christopher Zalla,剧情 / 惊悚,美国 / 阿根廷,英语 / 西班牙语,8.2,169,
新宿暴徒 新宿アウトロー,1994,三池崇史,剧情 / 动作 / 犯罪,日本,日语,8.2,159,
风前的灯火 風前の灯,1957,木下惠介,喜剧,日本,日语,8.2,146,
爸...你好吗？ 爸... 你好嗎？,2009,张作骥,剧情,中国台湾,汉语普通话,8.2,7842,
"哥哥我爱你 안녕, 형아",2005,林泰亨,剧情,韩国,韩语,8.2,7004,
饭 めし,1951,成濑巳喜男,剧情,日本,日语,8.2,4007,
好小子,1986,张美君 / 朱延平,喜剧,中国台湾,汉语普通话,8.2,3681,
男情难了 Lilies - Les feluettes,1996,约翰·葛雷森,剧情 / 爱情 / 同性 / 奇幻,加拿大,英语 / 法语,8.2,3435,
"有梦就去闯 Have Dreams, Will Travel",2007,Brad Isaacs,剧情 / 爱情,美国,英语,8.2,3323,
跨跃彩虹 오버 더 레인보우,2002,安真祐,剧情 / 爱情,韩国,韩语,8.2,3118,
明日的记忆 明日の記憶,2006,堤幸彦,剧情,日本,日语,8.2,3037,
扯蛋圣诞史 Cunk on Christmas,2016,Lorry Powles,喜剧,英国,英语,8.2,2134,
鬼畜,1978,野村芳太郎,剧情 / 悬疑,日本,日语,8.2,2001,
古巴万岁 Viva Cuba,2005,Juan Carlos Cremata Malberti / Iraida Malberti Cabrera,剧情 / 喜剧,法国 / 古巴,西班牙语,8.2,1911,
三天两夜 恋は舞い降りた,1997,长谷川康夫,剧情 / 喜剧 / 爱情,日本,日语,8.2,1826,
过眼云烟 Up in Smoke,1978,汤米·钟 / 洛乌·阿德勒,喜剧 / 音乐,美国,英语 / 西班牙语,8.2,1665,
我和托马斯 After Thomas,2006,西蒙·肖尔,剧情,英国,英语,8.2,1543,
敞开的门 The open door,2016,Marina Seresesky,剧情,西班牙,西班牙语,8.2,1037,
浮生狂想曲 Tuvalu,1999,维特·荷默,剧情 / 喜剧 / 爱情,德国,无对白,8.2,1309,
有村架纯 想看到极光! 北欧一人之旅 有村架純 オーロラに逢いたい! 北欧ひとり旅,2014,,,日本,日语,8.2,1372,
世界奇妙物语 95春之特别篇 世にも奇妙な物語 95春の特別編,1995,土方政人 / 本广克行 / 落合正幸 / 小椋久雄 / 木下高男,剧情 / 悬疑 / 惊悚,日本,日语,8.2,1062,
他们在岛屿写作：1918 他們在島嶼寫作：1918,2015,黄劲辉,剧情 / 传记,中国台湾,汉语普通话,8.2,1172,
世界奇妙物语 98秋之特别篇 世にも奇妙な物語 98秋の特別編,1998,落合正幸 / 土方政人 / 福本义人 / 小椋久雄 / 西谷弘,剧情 / 悬疑 / 惊悚,日本,日语,8.2,941,
"古镇疑云 ""The Case-Book of Sherlock Holmes"" The Last Vampyre",1993,提姆·苏利文,悬疑 / 恐怖 / 犯罪,英国 / 美国,英语,8.2,994,
彼得调频 Питер FM,2006,奥克萨娜·贝奇科娃,剧情 / 喜剧 / 爱情,俄罗斯,俄语 / 德语,8.2,1068,
小熊维尼与跳跳虎：好朋友齐摆尾 My Friends Tigger & Pooh's Friendly Tails,2008,大卫·哈特曼 / 唐·麦金农,动画,美国,英语,8.2,948,
五月傻瓜 Milou en mai,1990,路易·马勒,喜剧 / 爱情,法国 / 意大利,法语 / 英语,8.2,951,
近郊奇情 SubUrbia,1996,理查德·林克莱特,剧情 / 喜剧,美国,英语,8.2,962,
世界奇妙物语 95秋之特别篇 世にも奇妙な物語 95秋の特別編,1995,土方政人 / 小野原和宏 / 星护 / 落合正幸 / 铃木雅之,剧情 / 悬疑 / 惊悚,日本,日语,8.2,827,
出包王女 Darkness OAD To LOVEる－とらぶる－ダークネス OAD,2012,大槻敦史,剧情 / 喜剧 / 动画,日本,日语,8.2,903,
特雷弗·诺亚：疯狂日常 Trevor Noah Crazy Normal,2011,戴维·保罗·迈耶,喜剧 / 脱口秀,南非,英语 / 科萨语 / 祖鲁语,8.2,781,
世界奇妙物语 96秋之特别篇 世にも奇妙な物語 96秋の特別編,1996,佐藤祐市 / 片岡K / 星护 / 松田秀知 / 铃木雅之,剧情 / 悬疑 / 惊悚,日本,日语,8.2,700,
岛的故事之大屿山沙之城,1981,罗启锐,,中国香港,粤语,8.2,694,
宝贝答谢 Baby Take a Bow,1934,Harry Lachman,剧情 / 喜剧 / 家庭,美国,英语,8.2,696,
寅次郎的故事7：奋斗篇 男はつらいよ 奮闘篇,1971,山田洋次,喜剧,日本,日语,8.2,779,
美丽城 شهر زیبا,2004,阿斯加·法哈蒂,剧情,伊朗,波斯语,8.2,796,
城市猎人：爱与宿命的连发枪 シティーハンター 愛と宿命のマグナム,1989,こだま兼嗣,动作 / 动画,日本,日语,8.2,747,
一路顺风,1984,金继武,剧情,中国大陆,汉语普通话,8.2,759,
苏格拉底 Socrate,1971,罗伯托·罗西里尼,传记 / 历史,西班牙 / 意大利 / 法国,意大利语,8.2,618,
